,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
1464,orang kafir hasil buat tuduh orang kafir buat kafir kasih tau umat laku kafir umat jauh buat,0,0,0,0,0,0,0,0,0,0,0,0
1465,bajing hati iman rupawan laku kayak preman,0,1,0,0,0,0,0,0,0,0,0,0
1466,sipit ah,0,0,0,0,0,0,0,0,0,0,0,0
1467,tulen apa lelaki kejar banci lari konyol,0,0,0,0,0,0,0,0,0,0,0,0
1468,nih utang era jokowi bencong diam sih gembel warung internet banci kaleng,1,1,1,0,0,0,0,1,0,1,0,0
1469,biadab rezim jokowi,1,1,1,0,0,0,0,0,1,1,0,0
1470,hubung anak layang kampung juragan,0,0,0,0,0,0,0,0,0,0,0,0
1471,cebong nasehat bu mempan mempan ludah belah kiri baca auzubillah,1,1,0,1,0,0,0,0,1,0,1,0
1472,gerombol rindu rusuh kabul tuhan iklan ahok jahat,1,0,0,1,0,0,0,0,1,0,1,0
1473,terima kasih ya pm terus bangun ekonomi negara serang pelbagai sudut senang maju,0,0,0,0,0,0,0,0,0,0,0,0
1474,maju anjing,1,1,1,0,0,0,0,0,1,1,0,0
1475,partai sebut nama lunas hutang cetak uang bayar kirakira anak ekonomi jengkel ya omong partai,0,0,0,0,0,0,0,0,0,0,0,0
1476,fangirl main twitter nya main instagram uang cepat habis beli kuota merch antekanteknya god im done this,0,0,0,0,0,0,0,0,0,0,0,0
1477,lupa susilo bambang yudhoyono kowi persentase kawan sembako garam impor gila,1,0,1,0,0,0,0,0,1,1,0,0
1478,gue paham deh selera bias guavocal rapp orang singinggemaysipit,0,0,0,0,0,0,0,0,0,0,0,0
1479,ambang batas efisiensi biaya demokrasi rezim pimpin reformasi perintah demokratis,0,0,0,0,0,0,0,0,0,0,0,0
1480,oi bos bilang sih orang hina agama sih berengsek salah benar tindak ajar heran junjung,1,1,0,1,1,0,0,0,0,0,1,0
1481,wkwk kampang,0,1,0,0,0,0,0,0,0,0,0,0
1482,dukung prabowo ragu elektabilitasnya anjlok prabowo kali maju gagal rakyat bosan calon fresh peluang menang,0,0,0,0,0,0,0,0,0,0,0,0
1483,jomlo jablay kayak perek,1,1,1,0,0,0,0,1,0,1,0,0
1484,empok silvy nyinyir melulu nya sayang sesat maklum sih dese mak mak devat final daerah khusus ibukota debat final pilih kepala daerah jakarta,1,1,1,0,0,0,0,0,1,1,0,0
1485,presiden jokowi optimis indonesia cerah,0,0,0,0,0,0,0,0,0,0,0,0
1486,sambungannyanasu nih bocah,1,1,1,0,0,0,0,0,1,1,0,0
1487,babi kejut,0,1,0,0,0,0,0,0,0,0,0,0
1488,ganyang partai komunis indonesia serta antekanteknya,1,0,0,1,0,1,0,0,0,0,0,1
1489,mobil parkir kondisi mesin mati bakar bahaya mobil parkir garasi rumah sebab bakar kecuali mobil neno warisman,0,0,0,0,0,0,0,0,0,0,0,0
1490,bubar komisi berantas korupsi fud jadi orang sangka asal kalah nih,1,0,0,1,0,0,0,0,1,0,0,1
1491,nyata rezim anti islam bilang hoaks,1,0,1,0,1,0,0,0,0,1,0,0
1492,qaumi ekajati conference jamiat ul ulama e hindjanab muhammad ali shabbir kakak khusus kitab,0,0,0,0,0,0,0,0,0,0,0,0
1493,suka dunia matahari matahari siang malam hati,0,0,0,0,0,0,0,0,0,0,0,0
1494,budek buta otak mati sulit harap,0,1,0,0,0,0,0,0,0,0,0,0
1495,otak bani cebong kosongnseorang napi nista agama selingkuh istri amp mulut jamban dipujapuja bak dewacebongkoplo,1,1,1,0,1,0,0,0,0,1,0,0
1496,hindar munafik sadar,0,0,0,0,0,0,0,0,0,0,0,0
1497,jakarta banjir pimpin akhlak nista agama,1,0,1,0,1,0,0,0,0,1,0,0
1498,cristiano ronaldo bini calon presiden masak negara,1,0,1,0,0,0,0,0,1,1,0,0
1499,partai adil sejahtera ulama cegah bangsa jajah asing asing,0,0,0,0,0,0,0,0,0,0,0,0
1500,haahahaagiah taruih sanak pola baca samakomunis syiah murtadin mana bikin rusak,0,0,0,0,0,0,0,0,0,0,0,0
1501,produk asing lewat tolong buka sjrahislam masuk cina ketimbang nusantarabju kokotaqwaitu asli cinabkn budaya kitadan jubah pakai budaya impor arabjd tolong telanjang biar ucap sesi,0,0,0,0,0,0,0,0,0,0,0,0
1502,ustaz ulama bicara politik dibully henti anggota parlemen kritik bilang grup sakit hati tokoh nasional kritik bunuh karakter jabat aktif rajin kritik pecat jilat bicara politik sanjung,1,1,1,0,0,0,0,0,1,1,0,0
1503,jokowi anti islam,1,0,1,0,1,0,0,0,0,1,0,0
1504,najis mesum mulu,0,1,0,0,0,0,0,0,0,0,0,0
1505,ulah perintah wakil presiden mahar gratifikasi,0,0,0,0,0,0,0,0,0,0,0,0
1506,kelompok pelangi kristen radikal kaum sekuler komunis cibir habibie kelompok pelangi kumpul sih,1,0,0,1,1,0,0,0,0,0,1,0
1507,chagiya yana bani hakuri sai yasha pahala,0,0,0,0,0,0,0,0,0,0,0,0
1508,melek mata hati serius nyinyir,1,0,1,0,0,0,0,0,1,1,0,0
1509,burung onta tinggal mars onitu makan telur burung unta hem,0,0,0,0,0,0,0,0,0,0,0,0
1510,lapar rakus duit pesta pora maling duit rakyat makan kenyang kopar kafir asing asing kedok goblok puja,1,1,0,1,0,0,0,0,1,0,1,0
1511,bego,1,1,1,0,0,0,0,0,1,1,0,0
1512,anak istri nya tolong lupa tuhan tuhan saint teknologi bangsa e,0,0,0,0,0,0,0,0,0,0,0,0
1513,gue duduk keren wkwk meja petak kampang,0,1,0,0,0,0,0,0,0,0,0,0
1514,tunggu usia balig wali observasi fit consummatum mature hamil yahudi bar banget mitzvah masuk dewasa cewek,0,0,0,0,0,0,0,0,0,0,0,0
1515,dapat fitnah kena asah tajam realitanya pantai timur je kuat negeri agama prioritas tambah isu kos sara hidup ekonomi pon orang ambil kat pantai timur xpe kerja dok pon,0,0,0,0,0,0,0,0,0,0,0,0
1516,sih athea tepung roti jala sih qayyum nih natural killer haiz cinta seperti haha makcik min kecoh gila,0,0,0,0,0,0,0,0,0,0,0,0
1517,tau yahudi,0,0,0,0,0,0,0,0,0,0,0,0
1518,kaum bani cabul bohonginbahkan makan bohong pulang donatur azab allah,1,1,0,1,0,0,0,1,0,0,1,0
1519,geblek datang polisi tau wkwk,0,1,0,0,0,0,0,0,0,0,0,0
1520,kutuk engkau,1,1,1,0,0,0,0,0,1,1,0,0
1521,kampang bal,1,1,1,0,0,0,0,0,1,1,0,0
1522,islam ya islam islam nusantara kristen buddha hindu katolik nusantara,0,0,0,0,0,0,0,0,0,0,0,0
1523,allah subhanahu wa taala muslim setan halal rampas ajar tunduk patuh obar penis,1,1,0,1,1,0,0,0,0,0,1,0
1524,kayak bersih suci tololtrskmu muslimudh buat saudara muslim muklo makan ngemisg kopar kafirin orgbenci go,1,1,1,0,1,0,0,0,0,1,0,0
1525,twitter logo burung isi manusia anjing monyet babi,0,1,0,0,0,0,0,0,0,0,0,0
1526,muslim rohingya hilang kaki akibat ranjau darat tanam teroris buddha,1,0,0,1,1,0,0,0,0,0,1,0
1527,jijik takut mencret toilet bahaya dum camping,0,0,0,0,0,0,0,0,0,0,0,0
1528,haha tau mentok cangkem cocot haha,0,1,0,0,0,0,0,0,0,0,0,0
1529,wasit picek,1,1,1,0,0,0,1,0,0,1,0,0
1530,amuk massa hukum manusia soal budaya akar masyarakat sumber kecewa turuntemurun masyarakat tega hukum,0,0,0,0,0,0,0,0,0,0,0,0
1531,suka langung selesai bareng kirim setan suka sembarang taruh gelas pecah biji aaarrggghhhh,0,1,0,0,0,0,0,0,0,0,0,0
1532,ya lucu nada kena pecah bom cacat umur hidup semb,0,0,0,0,0,0,0,0,0,0,0,0
1533,guard warga asing bii,0,0,0,0,0,0,0,0,0,0,0,0
1534,fiksi prosa naratif sifat imajiner imajiner fiksi tetap masuk akal kandung benar prosa naratif jenis tulis cerita jadi tuju me,0,0,0,0,0,0,0,0,0,0,0,0
1535,bodoh banget sihhnudah jawabnmalah goblok saudara yanyasudah nama hidupnmakasih ya,0,1,0,0,0,0,0,0,0,0,0,0
1536,orang kaya indonesia orang indonesia orang cina keri indonesia kayak singapura pribumi usir,1,0,0,1,0,1,0,0,0,0,1,0
1537,tarik hidup tampil culun drama komedi amp tragedi,0,0,0,0,0,0,0,0,0,0,0,0
1538,sifat kampret cebong licik culas amp fitnah dasar cebong kampret,1,1,0,1,0,0,0,0,1,0,1,0
1539,koalisi pakai hati cuci tangan gandeng topeng rombeng tutup koreng nenek sihir sibuk menyisirnnamanya belia nama dunia haus ilmu cintantapi jatuh ya jatuh ya biru biru merah,0,0,0,0,0,0,0,0,0,0,0,0
1540,tarik kaos tulis ganti gubernur jateng semangat antusiasme ajak foto ganjar yasin,0,0,0,0,0,0,0,0,0,0,0,0
1541,bukti on bukti congor doang,1,1,1,0,0,0,0,0,1,1,0,0
1542,yuhuuuu teman posko jadi pasang lo ya hangat tai ayam mb janah sihgt bawa asa bikin malas ingin kumpul teman haha not always bout love lo dek bawa asa keluarga nya,0,1,0,0,0,0,0,0,0,0,0,0
1543,turut orang buddha buat agama ajar baik kasih sayang nya,0,0,0,0,0,0,0,0,0,0,0,0
1544,iya manusia laku cebong hina marah hina,1,1,1,0,0,0,0,0,1,1,0,0
1545,media bego bego orang nama bodoh parah,1,1,0,1,0,0,0,0,1,0,1,0
1546,bicara agama ajar sesat sebab korban oke,0,0,0,0,0,0,0,0,0,0,0,0
1547,rezim jokowi freeport tekuk,0,0,0,0,0,0,0,0,0,0,0,0
1548,bangga orang islam to times,0,0,0,0,0,0,0,0,0,0,0,0
1549,indonesia komunis liberal akur ideologi ya omong antek komunis liberal asing sedih iya mas,0,0,0,0,0,0,0,0,0,0,0,0
1550,guru aji bilang main sepak bola sepak bola olah raga partai komunis indonesia ejek antek komunis,1,0,1,0,0,1,0,0,0,1,0,0
1551,bravo presiden jokowi presiden joko widodo jokowi catat rampung proyek strategis nasional play station network hitung,0,0,0,0,0,0,0,0,0,0,0,0
1552,pelihara tuyul,0,0,0,0,0,0,0,0,0,0,0,0
1553,bilang musnah orang kafir orang lainnklu bicara hukum ya bunuh kafir orang masuk intimidasi amp ancam masuk dalil hukum,0,0,0,0,0,0,0,0,0,0,0,0
1554,teman indonesia network election survey malam bang indonesia network election survey sange berat hubung indonesia network election survey ya jamin puas bispak janda,0,1,0,0,0,0,0,0,0,0,0,0
1555,gue retweet video nya sedih kasihan viral takut idiot ngebully sih korban bully teman mahasiswa nya oi nama banget pray for mahasiswa ui,0,1,0,0,0,0,0,0,0,0,0,0
1556,orang edan,1,1,1,0,0,0,1,0,0,1,0,0
1557,cantik,0,0,0,0,0,0,0,0,0,0,0,0
1558,nak pakar ekonomi masuk jasa pakar undang masuk jasa pakar cukai masuk jasa pakar strategi komunikasi masuk jasa pakar polisi bangsa masuk jasa pakar psikologi masuk jasa universitas jasa layak,0,0,0,0,0,0,0,0,0,0,0,0
1559,presiden tuduh rezim anti islam buat negeri buat umat,1,0,1,0,0,0,0,0,1,1,0,0
1560,erti komunis erti manis,0,0,0,0,0,0,0,0,0,0,0,0
1561,baju hitam salah korban suruh dorong tua situ suruh dorong ejek bangsat bocah dorong murni salah,0,1,0,0,0,0,0,0,0,0,0,0
1562,ahok tuduh nista agama ayat kitab suci al alquran nista alquran surat juz ayat hina ayat kena hukum penjara tinggal ali hukum,0,0,0,0,0,0,0,0,0,0,0,0
1563,orang yahudi hina rasulullah rasulullah marah rasulullah doa suruh mati rasulullah harap islam,0,0,0,0,0,0,0,0,0,0,0,0
1564,bego,1,1,1,0,0,0,0,0,1,1,0,0
1565,,0,0,0,0,0,0,0,0,0,0,0,0
1566,usir jajah cina bumi indonesia,1,0,0,1,0,1,0,0,0,0,0,1
1567,verifikasi cepat sipit,0,0,0,0,0,0,0,0,0,0,0,0
1568,usaha kayak coba gue ky gue korban pergi pagi pulang malemsinting,1,1,1,0,0,0,1,0,0,1,0,0
1569,video call sex yuk tante kontol gede nih,0,1,0,0,0,0,0,0,0,0,0,0
1570,tulis sudut perintah isu tenaga kerja asing cina tulis semenjak bukti kunjung polewalikalo waaah tulis,0,0,0,0,0,0,0,0,0,0,0,0
1571,ya alah cebong kreatif bahasa pakecebong anak kodok nabi sih kodok panggil cebong laknat jokowi,1,1,0,1,0,0,0,0,1,0,1,0
1572,j nih cebong bangsat cepat modar bong hama j bangsat,1,1,0,1,0,0,0,0,1,0,1,0
1573,hoaxsaling ancam komisi berantas korupsi amp dprtangkap tangkap orang dewan wakil rakyat malu malu ya ancam bubar dewan wakil rakyat,1,0,0,1,0,0,0,0,1,0,1,0
1574,warga badui selesai ingat tradisi seba pendopo perintah kabupaten lebak lanjut temu gubernur banten wahidin halim sabtu,0,0,0,0,0,0,0,0,0,0,0,0
1575,bilang wendy kakak perempuan suruh jemput vider jual mucikari,0,0,0,0,0,0,0,0,0,0,0,0
1576,oke apa lepas nih biar sakit hati pendam mampus ok bye,0,1,0,0,0,0,0,0,0,0,0,0
1577,km kepala daerahkrn km kampanye diri sendrapa hubung nya presiden,0,0,0,0,0,0,0,0,0,0,0,0
1578,tunjuk seni budaya artis event,0,0,0,0,0,0,0,0,0,0,0,0
1579,sandi anies susul sahabatsahabatnya buron tangkap lantik,1,0,0,1,0,0,0,0,1,0,1,0
1580,meeting orang asing kerja lapangannpercayalah orang lapang kece asyik keren orang kantor orang kantor kutu buku suka ajar,0,0,0,0,0,0,0,0,0,0,0,0
1581,kafir a,0,0,0,0,0,0,0,0,0,0,0,0
1582,adminnya dukung teknis ahli ekonomi partai ya akun resmi partai manfaat komunikasi pesan didik anggota simpatisan,0,0,0,0,0,0,0,0,0,0,0,0
1583,suka video,0,0,0,0,0,0,0,0,0,0,0,0
1584,kerja asing,0,0,0,0,0,0,0,0,0,0,0,0
1585,gue sindir kesan sindir aduh bego wkwk,0,1,0,0,0,0,0,0,0,0,0,0
1586,jilat memek,0,1,0,0,0,0,0,0,0,0,0,0
1587,presiden tegas publikasi asi games newsidn jokowi indonesia,0,0,0,0,0,0,0,0,0,0,0,0
1588,gtv tai conqueror bangsat gtv bantu gue karma dendi delio need best jungler,1,1,1,0,0,0,0,0,1,1,0,0
1589,ooo tau kristen nusantara konghucu nusantara buddha nusantara ya mas hindu nusantara ya hindu bal sih dengar islam bal i,0,0,0,0,0,0,0,0,0,0,0,0
1590,ayo dukung tes baca al alquran calon presiden agama islam baca al alquran calon presiden tuju,0,0,0,0,0,0,0,0,0,0,0,0
1591,anak sih napi cina kafir usir,1,1,1,0,1,1,0,0,0,1,0,0
1592,mafia wasit milanisti asing juventini senior angkat gue,0,0,0,0,0,0,0,0,0,0,0,0
1593,percaya dukung beliau aktivis tulen abalabal kiprah partai beliau kenal konsisten juang penting orang cilik penjara zaman huta,0,0,0,0,0,0,0,0,0,0,0,0
1594,salah bangsat kecut indonesianyang dukung bangsat kecut bani onta grup kabur arab sononingattuhan tidur buat surat pemberitahuan tahun ahok pal,1,1,0,1,0,0,0,0,1,0,1,0
1595,tangkap kalimat sok pintar kolam pakai islam kasihan banget teman cebong islam bela cebong kafir tau agama islam cebong kafir nih haha nas,1,1,0,1,1,0,0,0,0,0,1,0
1596,ha dasar cina hitung,1,0,1,0,0,1,0,0,0,1,0,0
1597,dear sinyal pekanbaru nih kacrut lot direstart,1,1,0,1,0,0,0,0,1,0,1,0
1598,ya tuan guru bajang bantu sadar kaum bani cabul bani kampret main ayat ayat suci demo,1,1,0,1,0,0,0,0,1,0,1,0
1599,nu gabung nasakom negara asai komunis gagal kuasa negara satu republik indonesia lawan tentang nahdlatul ulama ulama paham daki dajjal,0,0,0,0,0,0,0,0,0,0,0,0
1600,segar ingat rakyat janji jokowi beli pt indosat jual megawati presiden jual badan usaha milik negara,1,0,1,0,0,0,0,0,1,1,0,0
1601,sebut hormat kasihan cebong benar sama kaum dungu,1,1,0,1,0,0,0,0,1,0,1,0
1602,ya allah babi dek maljumgiliran gue jaga lilin,0,1,0,0,0,0,0,0,0,0,0,0
1603,mas bagus cerah,0,0,0,0,0,0,0,0,0,0,0,0
1604,ayo dukung jokowi puan,0,0,0,0,0,0,0,0,0,0,0,0
1605,kena presiden party pm lembaga,0,0,0,0,0,0,0,0,0,0,0,0
1606,tau taplak meja rumah bentuk nya kayak,0,0,0,0,0,0,0,0,0,0,0,0
1607,monyet ekor banci plonga plongo,1,1,1,0,0,0,0,1,0,1,0,0
1608,haha idiot bilang kafir nasrani ahok kafir pasuk syariat islam,1,1,0,1,1,0,0,0,0,0,1,0
1609,ayo umat islam pintar percaya aksi hubung pilih kepala daerah agus harimurti yudhoyono bayar anies untung,1,0,0,1,0,0,0,0,1,0,1,0
1610,jilat sayang memek mu,0,1,0,0,0,0,0,0,0,0,0,0
1611,bego nusantara,1,1,1,0,0,0,0,0,1,1,0,0
1612,awak patroli giat anjangsana sambang patroli dialogis security balandongan residen arah waspada jaga aman tertib lingkung jelang pilih kepala daerah serentak,0,0,0,0,0,0,0,0,0,0,0,0
1613,ngentot yuk,0,1,0,0,0,0,0,0,0,0,0,0
1614,aset indonesia ambil orang asing freeport ambil amerika,1,0,0,1,0,0,0,0,1,0,1,0
1615,hati hati mencret,0,0,0,0,0,0,0,0,0,0,0,0
1616,langgar undangundang apa,0,0,0,0,0,0,0,0,0,0,0,0
1617,gubernur goda tau kuat nu hang,0,0,0,0,0,0,0,0,0,0,0,0
1618,dora sompret,1,1,1,0,0,0,0,0,1,1,0,0
1619,warga badui selesai ingat tradisi seba pendopo perintah kabupaten lebak lanjut temu gubernur banten wahidin halim sabtu an,0,0,0,0,0,0,0,0,0,0,0,0
1620,hebat yabisa bullying cfdbisa bendera israel dikibarkanbisa bom surabayabisa ancam presidenbisa polisi tetap sangka pakai,0,0,0,0,0,0,0,0,0,0,0,0
1621,dukung gera nasional awal fatwa ulama berkurangdan kalah aksi tangkap bu sukmawati tai ayam,1,1,1,0,0,0,0,0,1,1,0,0
1622,akrobat solidaritas lucu remahremah kuasa presiden jokowi gerus janjijanji kampanye,1,0,1,0,0,0,0,0,1,1,0,0
1623,sumbang gaza sumbang yahudi,0,0,0,0,0,0,0,0,0,0,0,0
1624,butuh presiden ganyang partai komunis indonesia anti partai komunis indonesia,1,0,0,1,0,1,0,0,0,0,0,1
1625,pindah on mantan sipit sipit gemas ih,0,0,0,0,0,0,0,0,0,0,0,0
1626,haha ejek buih sih,1,0,1,0,0,0,0,0,1,1,0,0
1627,ngentot toilet mas yuk,0,1,0,0,0,0,0,0,0,0,0,0
1628,aset jual keknharga keknyang kerja tenaga kerja asing kayak bodoh merekankarna gaji bulan terima,0,0,0,0,0,0,0,0,0,0,0,0
1629,tambah nihmega collection minatmonggo direct message,0,0,0,0,0,0,0,0,0,0,0,0
1630,polling google rencana maret april dadak henti april responden tolak jokowi periode capai tutup resmi polling google tetap april posisi tolak jokowi setu,0,0,0,0,0,0,0,0,0,0,0,0
1631,bangsat wakil rakyat mulut ya bangsatnkalau monyet wakil rakyat mulut ya monyetnkalau babi wakil rakyat mulut ya babinkalau anjing wakil rakyat mulut ya anjing,1,1,0,1,0,0,0,0,1,0,1,0
1632,kaca bolot,1,1,1,0,0,0,1,0,0,1,0,0
1633,aneh ustaz ajar nonmuslimatheist ajar eropaamerikaaustralianemg aneh lihat pastor ajar katolik india biksu,0,0,0,0,0,0,0,0,0,0,0,0
1634,jokowi kuasa jawa barat,0,0,0,0,0,0,0,0,0,0,0,0
1635,akibat makan gaji duit korupsi bantu likuiditas bank indonesia cina otak cebong dungu tenaga kerja asing cina fiksi fakta anggap isu fiktif hancur negara jual,1,1,0,1,0,1,0,0,0,0,1,0
1636,modus sindikat cina tipu uang rakyat indonesia usir cina indonesia,1,0,0,1,0,1,0,0,0,0,0,1
1637,kampret telat deh gue,0,1,0,0,0,0,0,0,0,0,0,0
1638,kelak ungkap jujur muhammad bicara alquran lukman,0,0,0,0,0,0,0,0,0,0,0,0
1639,hapus islam ajar sesat dungu biadab umat,1,1,0,1,1,0,0,0,0,0,1,0
1640,ustad mondok sih kerja mentwit bikin status nyinyir twitter kafir stad,1,1,1,0,1,0,0,0,0,1,0,0
1641,ngentot yuk,0,1,0,0,0,0,0,0,0,0,0,0
1642,aksi dukungpilih presiden suara nada pribumirakyat indonesia bayar cina,1,0,0,1,0,1,0,0,0,0,1,0
1643,banyak fitnah nih empok silvy debat final pilih kepala daerah jakarta,1,0,1,0,0,0,0,0,1,1,0,0
1644,edan banget,0,1,0,0,0,0,0,0,0,0,0,0
1645,tai balas pakai acc enak panggil hyung,0,1,0,0,0,0,0,0,0,0,0,0
1646,lihat tampang tampang banci lgbt,1,1,1,0,0,0,1,1,0,1,0,0
1647,coba perhati sidang teroris alquran bb dasar apes sontoloyo,1,1,1,0,0,0,0,0,1,1,0,0
1648,kasus bong terbuktincuma halu cecunguk kodok alias cebong,1,1,0,1,0,0,0,0,1,0,1,0
1649,astagfirllohsemakin parah rezim,0,0,0,0,0,0,0,0,0,0,0,0
1650,sebar hoaks bangun era jokowi,1,0,1,0,0,0,0,0,1,1,0,0
1651,antek antek zionis komunis,1,0,0,1,1,1,0,0,0,0,1,0
1652,sesat lurus allah subhanahu wa taala ajar bangun keluarga penis,1,1,0,1,1,0,0,1,0,0,1,0
1653,beda banget rezim zalim skarangswasembada angin surga semangat sejahtera tani vietnam thailand,1,0,0,1,0,0,0,0,1,0,1,0
1654,suasana stq tingkat kabupaten ntt masjid mimbar dana swasembada umat islam bawa nama perintah daerah musabaqah tilawatil quran tingkat propinsi ntt sedih,1,0,0,1,1,0,0,0,0,0,1,0
1655,main jamban,0,0,0,0,0,0,0,0,0,0,0,0
1656,sengaja mah rakyat bodoh moga ganti presiden amin,1,0,1,0,0,0,0,0,1,1,0,0
1657,pikir keluarga korban bom otak dengkul kesal ya,1,1,0,1,0,0,0,0,1,0,1,0
1658,maklum gue korea orisinal sipit,0,0,0,0,0,0,0,0,0,0,0,0
1659,lupa prabowo ajak amien rais front bela islam pulang menang ya,1,0,1,0,0,0,0,0,1,1,0,0
1660,nete,0,1,0,0,0,0,0,0,0,0,0,0
1661,bebas serah paham konteks agama islam mati realitas bangkit hisab surga neraka yakin mutlak terse,0,0,0,0,0,0,0,0,0,0,0,0
1662,dengar dialog yahudi israel versi,0,0,0,0,0,0,0,0,0,0,0,0
1663,grogi foto ariel foto,0,0,0,0,0,0,0,0,0,0,0,0
1664,merekantapi konter tindak brutal front bela islam itunaku lawan masyarakat kuncup bu,1,1,0,1,1,0,0,0,0,0,1,0
1665,informasi unik ntb enam bahasa resmi pbb inggris prancis arab cina rusia spanyol,0,0,0,0,0,0,0,0,0,0,0,0
1666,waris presiden periode hasil album lagu korupsi jemaah lagak sera,1,0,0,1,0,0,0,0,1,0,1,0
1667,waris tradisi budaya,0,0,0,0,0,0,0,0,0,0,0,0
1668,main liga inggris regulasi batas main asing aduh,0,0,0,0,0,0,0,0,0,0,0,0
1669,usir cina negara satu republik indonesia,1,0,0,1,0,1,0,0,0,0,0,1
1670,cebong otak campur,1,1,1,0,0,0,0,0,1,1,0,0
1671,review bukti in cina food bikin sindrom restoran cinanwaktu teliti zat temu sebab enak,0,0,0,0,0,0,0,0,0,0,0,0
1672,plonga plongowong kepala alias otak dungu,1,1,1,0,0,0,0,0,1,1,0,0
1673,semut kaiju nakalnsaya tanyanapakah tanah kegelapannsemut kaiju nakalnsaya tanyanapakah tanah takut setan,0,0,0,0,0,0,0,0,0,0,0,0
1674,top nya bela nista agama belaga bela agama wkwk mabuk,1,0,1,0,1,0,0,0,0,1,0,0
1675,muka cabul muka sih banci berani anonim,1,1,1,0,0,0,1,1,0,1,0,0
1676,nete kak dnanya ate tabok,0,1,0,0,0,0,0,0,0,0,0,0
1677,jokowi cinta papua jokowi sayang papua,0,0,0,0,0,0,0,0,0,0,0,0
1678,adminnya tolol,1,1,1,0,0,0,0,0,1,1,0,0
1679,istimewa orang mata jokowi publik tipu samar dukung atur perintah ganti undang undang organisasi masyarakat,1,0,1,0,0,0,0,0,1,1,0,0
1680,eror jo kampang kemarin,1,1,1,0,0,0,0,0,1,1,0,0
1681,nsssst bacot,0,1,0,0,0,0,0,0,0,0,0,0
1682,balas pakai banten bawa bekal cengkareng terbang coklat makan pohon,0,0,0,0,0,0,0,0,0,0,0,0
1683,kain kafan pakai muslim bungkus mayat tradisiadatbudaya yahudinyohanes ambil mayat yesusmengapaninya kain lenan bubuh rempahrempah,0,0,0,0,0,0,0,0,0,0,0,0
1684,marah umat lonemang gue sonohminum kencing onta,1,1,1,0,0,0,0,0,1,1,0,0
1685,biar daerah bandung kembang pesat jatinangor sumedang sekitar cengkareng kembang daan mogot serpong kamal otomatis infrastruktur bangun jar,0,0,0,0,0,0,0,0,0,0,0,0
1686,jujur partai wakil islam ppp habib saggaf al jufri ketua utama alkhairat silaturahmi diam beliau tambah yakin semangat juang umat bangsa,0,0,0,0,0,0,0,0,0,0,0,0
1687,gembrot opp muka bulat pipi nya offside leher wkwk,0,1,0,0,0,0,0,0,0,0,0,0
1688,mbah saleh minum keras oplos lari warga akibat ekonomi sosiolog oi paulus wirutomo sebut masalah ekonomi dan,0,0,0,0,0,0,0,0,0,0,0,0
1689,plonga plongopah pohdlongap plongo lapor ahli filsafah depan kedunguannyasemoga hukum berat belah bukti nista agama sih janda tuntut,1,1,1,0,0,0,0,0,1,1,0,0
1690,indonesia lenyap puja tolol ya ikut tolol bencong anak nya bencong,1,1,0,1,0,0,0,1,0,0,1,0
1691,badan eksekutif mahasiswa kampret tertawa besok,0,1,0,0,0,0,0,0,0,0,0,0
1692,warga banjar sandang desa bangli baturiti sikap dukung pilih kepala daerah bal damai tolak hoaks,0,0,0,0,0,0,0,0,0,0,0,0
1693,maklum prof kenal kristen katolik tema gereja katolik amal pancasila bineka indonesia percaya mana tempat situ amal,0,0,0,0,0,0,0,0,0,0,0,0
1694,ngentot cium manja ah idam banget top,0,1,0,0,0,0,0,0,0,0,0,0
1695,beda milik ri freeport maling usaha resmi izin syah rezim,0,0,0,0,0,0,0,0,0,0,0,0
1696,konspirasi yahudi dalam tau,0,0,0,0,0,0,0,0,0,0,0,0
1697,tai jijik markojay,0,1,0,0,0,0,0,0,0,0,0,0
1698,indonesia negara hukum jokowi ubah indonesia negara kekuasaanyg makar jokowi lengser jokowi,1,0,1,0,0,0,0,0,1,0,0,1
1699,dasar wkwk manusia homo,1,1,1,0,0,0,0,1,0,1,0,0
1700,budaya yahudi yahudi agama abraham murni iring jaman murni islam amp kristen islam makan babi,0,0,0,0,0,0,0,0,0,0,0,0
1701,najis mugholadoh,1,1,1,0,0,0,0,0,1,1,0,0
1702,pakai casio rin diameter bulat bikin cungkring lupa seri rusak,0,0,0,0,0,0,0,0,0,0,0,0
1703,mabukksbbmrebesmili cupu,1,1,1,0,0,0,0,0,1,1,0,0
1704,rakyat,1,0,0,1,0,0,0,0,1,0,1,0
1705,coba prabowosampe level office boy perannyajokowi klaim sajaturunkan,1,0,1,0,0,0,0,0,1,0,0,1
1706,bantu bagi bro,0,0,0,0,0,0,0,0,0,0,0,0
1707,alah kampret kirim,0,1,0,0,0,0,0,0,0,0,0,0
1708,insya allah pimpin satu ulama ulama hanif indonesia berkah amin,0,0,0,0,0,0,0,0,0,0,0,0
1709,jam an mu tidur ya ganggu kmmaljum ngentot jumat malam ngentot dek nung,0,1,0,0,0,0,0,0,0,0,0,0
1710,orang cina bebas sih mukidi ahli cebong tukang tipu cebong goblok ketulungan plonga plongo akibat optimisme plonga plongo dunning kruger effect,1,1,0,1,0,1,0,0,0,0,1,0
